10		0.128574
20		0.139157
40		0.138954
50		0.140226
100		0.143942
100		0.142266
200		0.162506
400		0.157451
500		0.181871
1000		0.170942
2000		0.204822
4000		0.274501
5000		0.299547
6000		0.335501
